Data Source,Indicadores del desarrollo mundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Samoa Americana,ASM,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Antigua y Barbuda,ATG,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Australia,AUS,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.001884061227648,0.000231932256653,0.018866585491007,0.079166340468632,0.087890698953023,0.097395420790396,0.102695705646863,0.217949556617038,0.252620967486163,0.084968145483764,0.010682117330782,0.062768258912604,0.075251301761755,0.108933151881326,0.186338501882014,0.128997905415019,0.083367046078804,0.082678777680458,0.157486268908373,0.107208247335413,0.083223291273136,0.110860727632318,0.142417648633647,0.15103499519811,0.177637153954222,0.158575712652868,0.115513259567832,0.155562233405726,0.269896013601229,0.279503111343229,0.255135432376975,0.272453090366717,0.262354199724327,0.265935640751273,0.294977460280103,0.292526804865231,0.300525540951841,0.360647437871352,0.308623494584911,0.356164203549821,0.326297346355879,0.335027500748439,0.425681829180668,0.633450155109804,0.578461249917825,0.701857554387906,1.36535316574192,1.18332759196992,0.916401607528476,
Austria,AUT,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.009375521626432,0.011341965751215,0.012353662514623,0.013611665603213,0.050871384343759,0.0818425628971,0.069379201779045,0.066921720608121,0.067316032708315,0.110556795210459,0.11659374750042,0.057928749373257,0.017983952863989,0.051150258849144,0.056772480784722,0.050150814691168,0.028516220156221,0.013878757332539,0.014124250286794,0.016024683651003,0.018962329962617,0.015743279443263,0.010678863496175,0.012861097479993,0.009025416061761,0.008404982841874,0.010804786777638,0.011585454320851,0.005116606395445,0.004397377437672,0.026816270701536,0.04822767765681,0.037618010350505,0.037075349134838,0.026766044814135,0.023310275814418,0.046435936166763,0.044189540080337,0.050674693148433,0.04788661278229,0.039534720721958,0.05411195958282,0.064395087191794,0.047265410769429,0.030331525904273,0.023122542893573,0.013046251753769,0.020481076666041,0.022734624943638,0.015455630133835,0.008765247835693,
Azerbaiyán,AZE,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5685517026758,6.78806491473093,3.47558655028558,2.95781266291713,2.27365513157033,0.778309625162456,0.624027427170393,2.72821579867033,4.63062771914769,3.05440818616926,2.84407203664283,2.05221778113417,1.7182029611517,2.44096568335147,2.69101761959316,4.19987139842404,3.99691858729571,2.67254200452959,3.21349631960488,3.36653547093426,3.15229845150084,2.36894841991654,2.36468704793263,2.00874337577063,2.78749284077103,3.87325746442626,3.58778758809834,3.22405836236719,
Burundi,BDI,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bélgica,BEL,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.000132714040065,0.0001569567993,0.000170763369138,0.00017688413775,0.000771212602538,0.000928609465043,0.000569566020793,0.000577796951113,0.000579424624248,0.000988097396301,0.001442198823019,0.000919652121443,0.000338036408632,0.000663996927082,0.001425418122279,0.001466966814772,0.000589867629065,0.000291739178045,0.000164001480585,0.000135528747028,0.000143905125022,9.91501208683668E-05,3.59868817233881E-05,3.4184055129302E-05,6.32919043039618E-06,1.25938350980389E-06,1.30602843218269E-05,1.08759278671312E-06,0,9.58969001425804E-07,3.15949560179832E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44583489217177E-05,
Benin,BEN,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Burkina Faso,BFA,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bangladesh,BGD,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.000256613157497,0.002950685672361,0.008091383221166,0.013339930088871,0.046335090480922,0.061684143377521,0.026745606858452,0.046428056613528,0.087469511726458,0.017490610359255,0,0.03938707410174,0.026215315247785,0.012554506550293,0.047273471393511,0.040636509978769,0.044000699529341,0.040244283151739,0.094711381515766,0.0849543961276,0.074129345131285,0.079013389541468,0.089090239073258,0.109580870785955,0.15476776162277,0.143363227754377,0.139898366979232,0.207113278505159,0.345915150711131,0.376163152588349,0.488552612481776,0.477172900204317,0.496273154415391,0.729258317111798,1.01682955318974,0.688498550820123,0.571081060751334,0.810382302689473,0.634306861500809,1.10683641039079,1.14662774360177,0.800672522080581,0.807559724102087,0.674388614378536,0.339469258962758,0.363684003783626,0.472687156005568,0.30162131026757,0.206829788464695,
Bulgaria,BGR,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.028935263549878,0.017054660063815,0.004230056338734,0.018128120613328,0.014624263988724,0.019789254979465,0.01788056683176,0.006572329255389,0.000757117713964,0.000824914110512,0.001196792162322,0.001728501019805,0.005572456587339,0.010524158852674,0.008411922208403,0.003608457786115,0.005573841226128,0.006108464464137,0.001419824377486,0.00080486615608,0.004419143391276,0.007735018077458,0.005270485354574,0.004682205938789,0.055633512502287,0.472302689401286,0.113678378152813,0.059555634971926,0.027245892628061,0.002238250044833,0.008982990142634,0.084390489489091,0.102414017657257,0.069867499874089,0.032002724223109,0.014371272194296,0.007508555180775,0.009073123572063,0.004972443411175,0.00418657354188,0.004970397297448,
Bahrein,BHR,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.98942731159395,0.826100310914412,0.232410884365774,1.74543274495305,1.57453129557475,2.17629215779946,2.64754311507652,1.63620039548181,1.4567616732537,1.46919880573149,1.77735194302457,1.40478078363061,1.33160811852834,1.67320956738045,1.2345995054791,1.39786112942106,1.80925469009768,2.19856001355577,1.84832291829959,1.5920722008896,2.21666689460975,2.8081705686481,2.20521629623501,2.01889735442671,1.78039917616728,2.52653652982308,2.99723804247165,3.00566671085421,3.20544494073777,3.42416223327425,2.6026229256439,3.85273009263457,4.06387825872383,4.2497800893546,4.0124770622775,2.64761065424059,1.36729324398481,1.43110856976698,1.95244427110113,1.57303106730518,1.32306880614486,
Bahamas,BHS,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bosnia y Herzegovina,BIH,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.658914522591784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Belarús,BLR,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029111449191854,,,,0.019882254113436,0.023884889859777,0.025630710117178,0.026614721466501,0.010365268040134,0.010221158361197,0.052276880254997,0.100566401432738,0.063155512728676,0.05848894272888,0.038349597983036,0.028349278367101,0.04171831318409,0.032726697057079,0.036847908724815,0.038710314378344,0.026422609589171,0.040619457999027,0.038521054862114,0.036164664811866,0.022171403631856,0.022345168382066,0.015716552353058,0.018860986485012,0.02636876227239,0.018262355509545,0.021876043616324,
Belice,BLZ,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bermudas,BMU,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bolivia,BOL,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.004057487076696,0.004335766965505,0.080154335792777,0.136313678061794,0.1774575161632,0.315464399985395,0.249110174451089,0.09158195603001,0.100181462206584,0.364890115010358,0.819233324730017,0.535661141751253,0.247060345965564,0.662356511652867,0.479973597042628,0.556207398597339,0.715473242402928,0.495264965675248,0.502161766674808,0.65797448668244,0.78462304788404,0.692119224163423,0.519028567237044,0.581685316861865,0.516556766018448,0.457026717762856,0.490194591723897,0.405263688774006,0.333290744872676,0.330645430531667,0.680720834535865,1.05380242752326,1.35515606979065,1.53635786691908,2.10770449271472,3.08984649443373,3.40620640775435,3.2460270249116,3.05375284244669,2.66142179595884,2.45046045387005,3.48951155703404,4.0592724804889,4.33619551886829,3.04749864299863,1.84902698148443,1.04246214224993,1.27824946786316,1.86306217603691,1.19486614290901,0.963077559140389,
Brasil,BRA,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.000188842829198,0.000298913275204,0.000270978985496,0.000240174597849,0.000726447151515,0.001393118220584,0.001177495195232,0.000524396813526,0.000784893156763,0.003050114452798,0.006232839914584,0.004086122152655,0.002351801197052,0.012292724173001,0.012394877164243,0.014118650292348,0.012600592337332,0.009203799642016,0.008680746584246,0.010066289409014,0.009795543528345,0.011307681185432,0.011685713446551,0.013925645461665,0.009156897037173,0.006859050067607,0.007933599007896,0.008736657448933,0.007896321189384,0.016038863509779,0.021550056257814,0.02652942470497,0.034299422794867,0.034347409276627,0.033350923864852,0.031995598047583,0.032411811359651,0.026375476017022,0.031220908849778,0.028553674219474,0.023862487319779,0.036571210731888,0.051505287560312,0.060351646120558,0.047066932816765,0.04125382188197,0.025257265071579,0.03469186862629,0.057740541395792,0.044761282872246,0.04061745645966,
Barbados,BRB,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.017014614724492,0.012294565739649,0.004979595014789,0.012707717138563,0.009996479298506,0.009734785356155,0.008242652465201,0.00405818625444,0.011675598199353,0.014936962077885,0.021535882506152,0.020275675099104,0.026563668500687,0.028156598159166,0.022702803872813,0.022377479377146,0.023511056678564,0.022337528795206,0.014391218086556,0.020958211427241,0.023746871066454,0.020833580893343,0.017968502114589,0.017540502939565,0.017896012186277,0.018333986189985,0.020897079552176,0.013480047574417,0.013746040419199,0.014866022221808,0.01310091373713,0.020634884561434,0.027514865960807,0.03366224938223,0.015695674045397,0.012283985800473,0.007013723073531,0.008247666022755,0.013526172836771,0.009798296514831,0.001467369073741,
Brunei Darussalam,BRN,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.047125370052664,0.014841812595359,1.28663127586302,6.5751897473624,7.97523194649223,6.92174237318053,6.37832417534709,,7.76175630767242,3.22802907309993,0.390711452884946,2.26654225299219,2.65178432133944,3.56526257062291,8.16467561326172,5.12444144404005,4.00515110303648,4.47472555769659,6.11901018917629,3.47322753667522,2.29796401021178,2.8518138530353,3.5889283902892,3.75179283402209,4.25385305044277,4.07380931279959,3.26793954448623,3.93243937972077,5.63801240266386,5.83255331392271,5.35108229832256,6.48586898776856,6.86451645804044,6.2220624232922,7.0814462966478,6.9342943131831,7.28529768594619,8.33823278019259,5.80293958277495,5.93703026927284,5.81502388288308,5.65439815153276,6.43235695998156,11.0074701554364,7.68851530948832,8.99362333517188,14.4125892821465,10.9339828986922,8.92871350992597,
Bhután,BTN,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Botswana,BWA,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
República Centroafricana,CAF,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Canadá,CAN,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.008645248742947,0.017870824093873,0.048391218868674,0.145794392190028,1.13638967692507,1.01776390733329,0.944673588895498,1.05437718187798,0.977889041023687,2.61796848709165,2.2977465940648,1.30001974713543,0.274804861833259,0.830117401304617,0.933387010924512,0.879659151940465,0.234628818648544,0.562009614573563,0.395602536914937,0.400804871196003,0.375961779666138,0.338413621620509,0.575617687873141,0.910484687130498,0.782128893640301,0.522656636954024,1.02154251822651,0.943986790871797,0.71976926772887,0.9693477562824,2.00625374883231,2.05050711826869,1.08800923611122,1.57628887986096,2.10766132709089,2.18388163541808,1.43051658871271,1.05626438373322,1.42615238186615,0.147284096452176,0,0,0,0,0.014331965775071,0,0,0,0.06850641246632,0.048022828919084,0.037249733938485,
Europa Central y del Báltico,CEB,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.028935263549878,0.017054660063815,0.004230056338734,0.018128120613328,0.014624263988724,0.019789254979465,0.01788056683176,0.667191387386621,0.694949803820511,0.654202794967172,0.396908669702288,0.310005458709989,0.184126464819321,0.196460292467666,0.131494336494753,0.094113730364447,0.106541066571062,0.098723373681746,0.034783796466983,0.026844392096265,0.144452719597249,0.251289240860834,0.17210272816928,0.154903048668412,0.117782726511613,0.115818355113693,0.175431097693669,0.144342470585132,0.174915546915973,0.180935810533576,0.137727318387243,0.194455515930117,0.209316759397149,0.180015176048509,0.125144300984442,0.096776201566287,0.054238772292065,0.078696422080194,0.102999908558648,0.071844496314016,0.050277469126065,
Suiza,CHE,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.000764623877248,0.000455432524243,6.32785602120909E-05,3.95312560636267E-05,2.18011755890287E-05,3.70787213955729E-05,2.27501159082826E-05,1.53116057481916E-05,1.19722578976319E-05,4.49953593369872E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Islas del Canal,CHI,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0.010840760299909,0.01085703985931,0.00788657715954,0.006118770664936,0.013135305176522,0.057766192426065,0.037355670378941,0.011324720489642,0.012733873470023,0.011362193665036,0.126047596501448,0.084351674079811,0.028034311905764,0.088735638353763,0.082338987528523,0.085261156092478,0.043896161234858,0.026934720557472,0.031608193416402,0.057153206762701,0.071930761603235,0.048316002117049,0.036992729908732,0.04387887968105,0.036131618760482,0.027306296403583,0.028642152525893,0.032540935410535,0.026728747185794,0.021011706623937,0.028058413955234,0.033389020531038,0.054511765600998,0.04234420498342,0.033862716041054,0.041524820079098,0.039072265297487,0.0341715351507,0.03720546398431,0.045713308028128,0.031278809882337,0.036732865728185,0.031533799494524,0.024982489651412,0.015890588910637,0.013488846175349,0.00952379717777,0.012160463127183,0.019309595539255,0.017857180733252,0.011224694743238,
China,CHN,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,0,0,0.001257257658366,0.00014693340874,0.0176806015567,0.077851194278104,0.105342866887074,0.102437582747131,0.142629737923495,0.269270451479469,0.30756907707069,0.09082333081894,0.010175982663921,0.04731951990798,0.053815909741083,0.060594533588586,0.102167313171766,0.079288130370412,0.055095244270001,0.063988892343581,0.097617569095262,0.063832111631401,0.042260416415962,0.051297761479784,0.052226848677336,0.044668846145442,0.052964016625484,0.05241109957901,0.03229912959575,0.042609277549256,0.074049908776313,0.068789284778464,0.061653951975512,0.075772766721394,0.095711768825203,0.106944258100856,0.12067739025527,0.118587678076798,0.131818454566398,0.127493660125585,0.102094924542646,0.118775025420999,0.116903852984806,0.104285429810996,0.119231662568817,0.138499735245872,0.088906853501122,0.099156601545309,0.171518863410531,0.136047972311667,0.10814925094921,
Côte d'Ivoire,CIV,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003429496047257,0.022931502881443,0.039661685224062,0.028980569832406,0.088684926675883,0.219154425391791,0.277600810049895,0.25515486420766,0.21509575076311,0.212007145657653,0.281953058947567,0.362380985563289,0.373555178257001,0.40813510350383,0.347005105722825,0.462760693006205,0.764980121702733,0.866248608605067,0.770882104469676,0.937550090103318,0.420295244539748,0.215678662389558,0.328903868156325,0.465106740925144,0.393937910701026,,
Camerún,CMR,Renta del gas natural (% del PIB),NY.GDP.NGAS.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004496719067514,0.005772613731191,0.005766079614169,0.006124318666719,0.005605804597319,0.075363466916806,0.085141512549895,0.161069919842719,2.4357665645289E-17,0.209572821660483,0.195223553889851,0.105336966470424,0.183919342148941,0.610084141855342,0.63787737417919,0.328415829192331,
